protein_a	protein_b	template_pdb	min_TM	involves_dark
P62310	Q8NAV1	5o9z	0.942	0
P62316	Q96E66	7evo	0.942	1
P62334	Q9WVJ2	8amz	0.942	0
P83876	Q8NAV1	5o9z	0.942	0
Q08682	Q9FDZ9	7r81	0.942	0
Q08770	Q9FDZ9	7r81	0.942	0
Q15349	Q15418	6npz	0.942	0
Q39256	Q93YP0	7bbd	0.942	0
Q3TXS7	Q9WVJ2	8amz	0.942	0
Q42064	Q9FDZ9	7r81	0.942	0
Q42262	Q9FDZ9	7r81	0.942	0
Q42340	Q9FDZ9	7r81	0.942	0
Q42347	Q9FDZ9	7r81	0.942	0
Q42351	Q9FDZ9	7r81	0.942	0
Q4PSL7	Q9FDZ9	7r81	0.942	0
Q6TFL4	Q9P2N7	6ttk	0.942	0
Q7RTV0	Q8NAV1	5o9z	0.942	0
Q8GYL5	Q9FDZ9	7r81	0.942	0
Q8H173	Q9FDZ9	7r81	0.942	0
Q8L7K0	Q9FDZ9	7r81	0.942	0
Q8L8W6	Q9FDZ9	7r81	0.942	0
Q8L8Y0	Q9FDZ9	7r81	0.942	0
Q8L953	Q9FDZ9	7r81	0.942	0
Q8LC83	Q9FDZ9	7r81	0.942	0
Q8LCL3	Q9FDZ9	7r81	0.942	0
Q8LD03	Q9FDZ9	7r81	0.942	0
Q8LD46	Q9FDZ9	7r81	0.942	0
Q8LPJ7	Q9FDZ9	7r81	0.942	0
Q8NAV1	Q9BWJ5	5o9z	0.942	0
Q8NAV1	Q9Y4Y9	5o9z	0.942	0
Q8NAV1	Q9Y4Z0	5o9z	0.942	0
Q8RXU5	Q9FDZ9	7r81	0.942	0
Q8VYF1	Q9FDZ9	7r81	0.942	0
Q8VYK6	Q9FDZ9	7r81	0.942	0
Q8VZ19	Q9FDZ9	7r81	0.942	0
Q922G7	Q9DAJ2	9cpc	0.942	0
Q93VB8	Q9FDZ9	7r81	0.942	0
Q93VG5	Q9FDZ9	7r81	0.942	0
Q93VH9	Q9FDZ9	7r81	0.942	0
Q93VI3	Q9FDZ9	7r81	0.942	0
Q93VT9	Q9FDZ9	7r81	0.942	0
Q93W22	Q9FDZ9	7r81	0.942	0
Q940B0	Q9FDZ9	7r81	0.942	0
Q9C4Z6	Q9FDZ9	7r81	0.942	0
Q9C8F7	Q9FDZ9	7r81	0.942	0
Q9C912	Q9FDZ9	7r81	0.942	0
Q9CAV0	Q9FDZ9	7r81	0.942	0
Q9CAX6	Q9FDZ9	7r81	0.942	0
Q9D8W5	Q9WVJ2	8amz	0.942	0
Q9DAJ2	Q9DAK2	9cpc	0.942	0
Q9FDZ9	Q9FE58	7r81	0.942	0
Q9FDZ9	Q9FE65	7r81	0.942	0
Q9FDZ9	Q9FHG2	7r81	0.942	0
Q9FDZ9	Q9FIF3	7r81	0.942	0
Q9FDZ9	Q9FJA6	7r81	0.942	0
Q9FDZ9	Q9FJX2	7r81	0.942	0
Q9FDZ9	Q9FLF0	7r81	0.942	0
Q9FDZ9	Q9FNP8	7r81	0.942	0
Q9FDZ9	Q9FZH0	7r81	0.942	0
Q9FDZ9	Q9LF30	7r81	0.942	0
Q9FDZ9	Q9LJW6	7r81	0.942	0
Q9FDZ9	Q9LMK0	7r81	0.942	0
Q9FDZ9	Q9LR33	7r81	0.942	0
Q9FDZ9	Q9LRX8	7r81	0.942	0
Q9FDZ9	Q9LSA3	7r81	0.942	0
Q9FDZ9	Q9LUD4	7r81	0.942	0
Q9FDZ9	Q9LV28	7r81	0.942	0
Q9FDZ9	Q9LX88	7r81	0.942	0
Q9FDZ9	Q9LXG1	7r81	0.942	0
Q9FDZ9	Q9LYK9	7r81	0.942	0
Q9FDZ9	Q9LZH9	7r81	0.942	0
Q9FDZ9	Q9M0E0	7r81	0.942	0
Q9FDZ9	Q9M2F1	7r81	0.942	0
Q9FDZ9	Q9M339	7r81	0.942	0
Q9FDZ9	Q9M352	7r81	0.942	0
Q9FDZ9	Q9M3C3	7r81	0.942	0
Q9FDZ9	Q9M885	7r81	0.942	0
Q9FDZ9	Q9M8X9	7r81	0.942	0
Q9FDZ9	Q9M9W1	7r81	0.942	0
Q9FDZ9	Q9SCM3	7r81	0.942	0
Q9FDZ9	Q9SF35	7r81	0.942	0
Q9FDZ9	Q9SFU1	7r81	0.942	0
Q9FDZ9	Q9SGA6	7r81	0.942	0
Q9FDZ9	Q9SIH0	7r81	0.942	0
Q9FDZ9	Q9SIK2	7r81	0.942	0
Q9FDZ9	Q9SIW5	7r81	0.942	0
Q9FDZ9	Q9SK22	7r81	0.942	0
Q9FDZ9	Q9SKX8	7r81	0.942	0
Q9FDZ9	Q9SLL7	7r81	0.942	0
Q9FDZ9	Q9SR73	7r81	0.942	0
Q9FDZ9	Q9SRK6	7r81	0.942	0
Q9FDZ9	Q9SRX7	7r81	0.942	0
Q9FDZ9	Q9SS17	7r81	0.942	0
Q9FDZ9	Q9STR1	7r81	0.942	0
Q9FDZ9	Q9STY6	7r81	0.942	0
Q9FDZ9	Q9SVR0	7r81	0.942	0
Q9FDZ9	Q9SZX9	7r81	0.942	0
Q9FDZ9	Q9T029	7r81	0.942	0
Q9FDZ9	Q9ZUT9	7r81	0.942	0
Q9P2J3	Q9P2N7	6ttk	0.942	0
Q9VAM8	Q9VR00	5gup	0.942	1
Q9VEN6	Q9VVX4	7jil	0.942	0
Q9VEN6	Q9VXB5	7jil	0.942	0
Q9VR00	Q9VRL0	5gup	0.942	0
O35286	P57784	8ro1	0.942	0
O35286	P62305	8ro1	0.942	1
O35286	P70372	8ro1	0.942	0
O35286	Q6PGH1	8ro1	0.942	1
O35286	Q8QZY9	8ro1	0.942	0
O35900	P62320	3jcm	0.942	0
O75382	Q9C040	8a38	0.942	0
O75914	Q13153	6yat	0.942	0
O75914	Q13177	6yat	0.942	0
O88512	P84091	4hmy	0.942	0
P01033	P08253	2j0t	0.942	0
P01033	P14780	2j0t	0.942	0
P0A7V0	P0ADZ0	7nhn	0.942	0
P0ADZ0	P0AG55	7nhn	0.942	0
P12686	P28778	8d8k	0.942	0
P16181	Q3E902	6okk	0.942	0
P16181	Q9FKC0	6uz7	0.942	0
P17987	Q92526	4v81	0.942	0
P21771	P28778	8d8k	0.942	0
P27929	P28778	8d8k	0.942	0
P28778	P36056	8d8k	0.942	0
P28778	P38175	8d8k	0.942	0
P28778	P42847	8d8k	0.942	0
P28778	P53292	8d8k	0.942	0
P29311	P32356	5n6n	0.942	0
P32211	P50153	7trp	0.942	0
P32356	P34730	5n6n	0.942	0
P32969	Q9BYG3	8etg	0.942	0
P39987	Q05931	5o4p	0.942	0
P42733	Q9FKC0	6uz7	0.942	0
P48643	Q92526	4v81	0.942	0
P49411	P82673	7a5g	0.942	0
P56794	P56805	7jil	0.942	0
P56805	Q93Z17	7jil	0.942	0
P56805	Q9LRN8	7jil	0.942	0
P56805	Q9LTS6	7jil	0.942	0
P56805	Q9M385	7jil	0.942	0
P59223	Q3E902	6okk	0.942	0
P59224	Q3E902	6okk	0.942	0
P62702	Q6PAC3	5oql	0.942	0
P62702	Q8BGA5	5oql	0.942	1
P78371	Q92526	4v81	0.942	0
P82673	Q86TS9	7a5g	0.942	0
P82673	Q96BP2	7a5g	0.942	0
P82673	Q9BZE1	7a5g	0.942	0
P82673	Q9Y3D3	7a5g	0.942	0
Q07020	Q9BYG3	8etg	0.942	0
Q08112	Q42351	7qiz	0.942	0
Q08112	Q84WM0	7qiz	0.942	0
Q08112	Q9C9C5	7qiz	0.942	0
Q08112	Q9C9C6	7qiz	0.942	0
Q08112	Q9FE65	7qiz	0.942	0
Q08112	Q9FZ76	7qiz	0.942	0
Q08112	Q9LJW6	7qiz	0.942	0
Q08112	Q9M7X7	7qiz	0.942	0
Q3E902	Q42340	6okk	0.942	0
Q3E902	Q680P8	6okk	0.942	0
Q3E902	Q93VG5	6okk	0.942	0
Q3E902	Q9FIF3	6okk	0.942	0
Q3E902	Q9M8X9	6okk	0.942	0
Q3E902	Q9SK22	6okk	0.942	0
Q8K2B3	Q9CPP6	8gym	0.942	0
Q8TDN6	Q9BYG3	8etg	0.942	0
Q9VY28	Q9VZX6	7nsj	0.942	0
Q9VZX6	Q9W4Z2	7nsj	0.942	0
F4JJE5	O81148	8rvq	0.942	0
F4K4E3	O22823	3jb9	0.942	0
O04951	Q93YV6	2iae	0.942	0
O22290	P49637	4v8p	0.942	0
O22823	O22922	3jb9	0.942	0
O22823	P43333	3jb9	0.942	0
O22823	Q39244	3jb9	0.942	0
O60231	P62308	6icz	0.942	0
O60231	Q15029	6icz	0.942	0
P01903	P04440	2fse	0.942	0
P01906	P04440	2fse	0.942	0
P02828	Q9VH95	7l7i	0.942	0
P04440	P06340	2fse	0.942	0
P04440	P20036	2fse	0.942	0
P0A7M9	P0A7Q1	8s1u	0.942	0
P38711	P49167	8ove	0.942	0
P41568	Q9FI86	8xxn	0.942	0
P48578	Q93YV6	2iae	0.942	0
P49637	Q9M060	4v8p	0.942	0
P56807	Q9MAP3	8v9l	0.942	0
P56808	Q9LTS6	7m4u	0.942	0
Q02242	Q9EP73	3sbw	0.942	0
Q07098	Q93YV6	2iae	0.942	0
Q07099	Q93YV6	2iae	0.942	0
Q07100	Q93YV6	2iae	0.942	0
Q7K738	Q9VRL1	2gmi	0.942	0
Q93ZY3	Q944K2	8pn9	0.942	0
Q944K2	Q9FX21	8pn9	0.942	0
Q9LRN8	Q9SZF8	6ydp	0.942	1
Q9LZH9	Q9M337	6zj3	0.942	0
Q9V3H2	Q9V3V6	7qxw	0.942	0
A1Z9Z7	A1ZAW7	7p91	0.942	1
A4IJ27	P92978	2nty	0.942	1
O05000	P29388	8e73	0.942	0
O14775	P41220	7ewr	0.942	0
O43617	Q8IUR0	7b70	0.942	0
O70378	Q9CRD2	6ww7	0.942	0
O80800	P29388	8e73	0.942	0
P0A6M8	P0AG63	6ydw	0.942	0
P0CC32	P56755	6tjv	0.942	1
P0CC33	P56755	6tjv	0.942	1
P21279	Q9DC51	8htg	0.942	0
P25398	Q02878	8q7z	0.942	0
P26288	P56755	6tjv	0.942	0
P29388	P53665	8e73	0.942	0
P29388	P92558	8e73	0.942	0
P29388	Q9C6B3	8e73	0.942	0
P29388	Q9FIJ2	8e73	0.942	0
P29388	Q9FJW4	8e73	0.942	0
P29388	Q9FMV1	8e73	0.942	0
P29388	Q9FWR5	8e73	0.942	0
P29388	Q9M9M6	8e73	0.942	0
P29388	Q9M9M9	8e73	0.942	0
P29388	Q9SK66	8e73	0.942	0
P29388	Q9SKC9	8e73	0.942	0
P30677	Q9DC51	8htg	0.942	1
P39023	Q8TDN6	6em4	0.942	0
P47911	P63323	8q7z	0.942	0
P56751	P56755	6tjv	0.942	0
P56754	P56755	6tjv	0.942	0
P56755	P56756	6tjv	0.942	0
P56755	Q37165	6tjv	0.942	0
P56755	Q9LVM2	6tjv	0.942	0
P56808	Q93Z17	7jil	0.942	0
P92978	Q93ZY2	2nty	0.942	0
P92978	Q9CA89	2nty	0.942	0
P92978	Q9LQ89	2nty	0.942	0
P92978	Q9LV40	2nty	0.942	0
Q16540	Q7Z7H8	4v19	0.942	0
Q3V3N7	Q8K2G4	6vbv	0.942	0
Q6ZQ38	Q9Z0Z3	7z8v	0.942	0
Q7Z7H8	Q9P0J6	4v19	0.942	0
Q8C7X2	Q9CRD2	6ww7	0.942	0
Q8CGK7	Q9DC51	8htg	0.942	0
Q8K273	Q9CRD2	6ww7	0.942	0
Q8R3L0	Q9CRD2	6ww7	0.942	0
Q99LY9	Q9D855	6qbx	0.942	0
Q9LFR5	Q9LZQ9	6qic	0.942	1
Q9VP65	Q9VQF8	6ped	0.942	0
A2AKK5	Q8BGG9	3hlk	0.942	1
O00217	Q10713	8e73	0.942	0
O14561	Q10713	8e73	0.942	0
O75306	Q10713	8e73	0.942	0
O75489	Q10713	8e73	0.942	0
O75899	Q9UBS5	6w2y	0.942	0
P00749	P00750	3laq	0.942	0
P10606	Q96KJ9	6nkn	0.942	0
P11983	P80317	7lup	0.942	0
P17094	Q9LYK7	6em4	0.942	0
P22217	P22803	6iev	0.942	0
P22738	Q9LYK7	6em4	0.942	0
P24386	P51151	1vg9	0.942	0
P26374	P51151	1vg9	0.942	0
P28331	Q10713	8e73	0.942	0
P39007	P51402	6ftg	0.942	0
P49368	Q99832	1a6d	0.942	0
P49821	Q10713	8e73	0.942	0
P51970	Q10713	8e73	0.942	0
P52435	Q9H9Y6	7vba	0.942	0
P55841	Q9VC28	8esr	0.942	1
P56767	Q07473	7bgi	0.942	0
P62311	P62315	6ah0	0.942	1
P62315	P62322	6ah0	0.942	0
P62315	Q921M3	6ah0	0.942	0
P62315	Q9D0T1	6ah0	0.942	0
P62318	Q16560	8qxd	0.942	0
Q07473	Q9S7H1	7bgi	0.942	0
Q07473	Q9SA56	7bgi	0.942	0
Q07473	Q9SHE8	7bgi	0.942	0
Q07473	Q9SY97	7bgi	0.942	0
Q07473	Q9SYW8	7bgi	0.942	0
Q10713	Q16795	8e73	0.942	0
Q10713	Q9Y6M9	8e73	0.942	0
Q16560	Q969L4	8qxd	0.942	0
Q16560	Q9Y3B4	8qxd	0.942	0
Q8BGG9	Q91X34	3hlk	0.942	1
Q8BGZ4	Q8BZQ7	9gaw	0.942	1
Q93VG5	Q93VP3	7oyc	0.942	0
Q93VG5	Q9C505	7oyc	0.942	0
Q93VG5	Q9XI91	7oyc	0.942	0
Q93YP0	Q9FI61	3e95	0.942	0
Q9FI61	Q9SVD7	3e95	0.942	0
O35226	P46471	8amz	0.942	0
O35593	P46471	8amz	0.942	0
O35683	Q91W29	8ugj	0.942	0
O60231	O75533	5gm6	0.942	0
O65458	Q9LIF9	2jf6	0.942	0
O88685	P46471	8amz	0.942	0
P00158	Q91W29	8ugj	0.942	0
P00416	Q91W29	8ugj	0.942	0
P06795	P21447	4m1m	0.942	0
P0A7R5	P0A7R9	8uu9	0.942	0
P0CAN7	Q9XGM1	7uzk	0.942	0
P21440	P21447	4m1m	0.942	0
P26321	Q03862	7v08	0.942	0
P26516	P46471	8amz	0.942	0
P35979	P53026	8i9x	0.942	0
P42747	P93028	5knl	0.942	0
P46471	Q3TXS7	8amz	0.942	0
P46471	Q9D8W5	8amz	0.942	0
P46471	Q9WVJ2	8amz	0.942	0
P51575	P56373	5svl	0.942	0
P53026	Q9JJI8	8i9x	0.942	0
P59232	Q1EBV4	2o6v	0.942	0
P59233	Q1EBV4	2o6v	0.942	0
P93028	Q42540	5knl	0.942	0
P93028	Q42541	5knl	0.942	0
Q1H595	Q8RUH0	4m75	0.942	0
Q39258	Q9XGM1	7uzk	0.942	0
Q3TAS6	Q9CRD2	7ado	0.942	0
Q8K3J1	Q91W29	8ugj	0.942	0
Q8RUH0	Q9FKB0	4m75	0.942	0
Q91W29	Q9D0M3	8ugj	0.942	0
Q91W29	Q9D855	8ugj	0.942	0
Q9C9Z8	Q9XGM1	7uzk	0.942	0
C0HKA0	Q24154	7oyb	0.942	0
G3X8Z7	Q2MKA5	6cnj	0.942	0
O13516	P02407	7r81	0.942	0
O14977	P54368	5bwa	0.942	0
O16797	Q24154	7oyb	0.942	0
O17445	Q24154	7oyb	0.942	0
O49543	Q9ZR07	8pk8	0.942	0
O60783	Q7Z2W9	8rdw	0.942	0
O60783	Q9BYD1	8rdw	0.942	0
O60783	Q9NWU5	8rdw	0.942	0
O61231	Q24154	7oyb	0.942	0
O76927	Q24154	7oyb	0.942	0
O88551	Q9Z0S3	5b2g	0.942	0
O95361	Q309B1	4wvm	0.942	0
P00397	Q9CQ75	8bqs	0.942	0
P02406	P02407	7r81	0.942	0
P02407	P04456	7r81	0.942	0
P02407	P05738	7r81	0.942	0
P02407	P05743	7r81	0.942	0
P02407	P05744	7r81	0.942	0
P02407	P05748	7r81	0.942	0
P02407	P05749	7r81	0.942	0
P02407	P05755	7r81	0.942	0
P02407	P06367	7r81	0.942	0
P02407	P0C0T4	7r81	0.942	0
P02407	P0C0W1	7r81	0.942	0
P02407	P0C0W9	7r81	0.942	0
P02407	P0C0X0	7r81	0.942	0
P02407	P0C2H6	7r81	0.942	0
P02407	P0C2H7	7r81	0.942	0
P02407	P0C2H8	7r81	0.942	0
P02407	P0C2H9	7r81	0.942	0
P02407	P0CX23	7r81	0.942	0
P02407	P0CX27	7r81	0.942	0
P02407	P0CX29	7r81	0.942	0
P02407	P0CX31	7r81	0.942	0
P02407	P0CX35	7r81	0.942	0
P02407	P0CX37	7r81	0.942	0
P02407	P0CX39	7r81	0.942	0
P02407	P0CX41	7r81	0.942	0
P02407	P0CX45	7r81	0.942	0
P02407	P0CX47	7r81	0.942	0
P02407	P0CX49	7r81	0.942	0
P02407	P0CX51	7r81	0.942	0
P02407	P0CX55	7r81	0.942	0
P02407	P14120	7r81	0.942	0
P02407	P14126	7r81	0.942	0
P02407	P17076	7r81	0.942	0
P02407	P23248	7r81	0.942	0
P02407	P24000	7r81	0.942	0
P02407	P25443	7r81	0.942	0
P02407	P26321	7r81	0.942	0
P02407	P26784	7r81	0.942	0
P02407	P26785	7r81	0.942	0
P02407	P26786	7r81	0.942	0
P02407	P29453	7r81	0.942	0
P02407	P32905	7r81	0.942	0
P02407	P33442	7r81	0.942	0
P02407	P35997	7r81	0.942	0
P02407	P38061	7r81	0.942	0
P02407	P38711	7r81	0.942	0
P02407	P39516	7r81	0.942	0
P02407	P39938	7r81	0.942	0
P02407	P39939	7r81	0.942	0
P02407	P40525	7r81	0.942	0
P02407	P41056	7r81	0.942	0
P02407	P41057	7r81	0.942	0
P02407	P41058	7r81	0.942	0
P02407	P46654	7r81	0.942	0
P02407	P46990	7r81	0.942	0
P02407	P48164	7r81	0.942	0
P02407	P51401	7r81	0.942	0
P02407	P53221	7r81	0.942	0
P02407	P54780	7r81	0.942	0
P02407	P56628	7r81	0.942	0
P02407	P87262	7r81	0.942	0
P02407	Q02753	7r81	0.942	0
P02407	Q12672	7r81	0.942	0
P02407	Q3E757	7r81	0.942	0
P02407	Q3E7X9	7r81	0.942	0
P02407	Q3E7Y3	7r81	0.942	0
P04359	Q24154	7oyb	0.942	0
P05496	P56381	6z1u	0.942	0
P09180	Q24154	7oyb	0.942	0
P0CX31	P10664	7oyc	0.942	0
P0CX31	P19211	7oyc	0.942	0
P0CX31	P23301	7oyc	0.942	0
P0CX31	Q01855	7oyc	0.942	0
P0CX47	P53733	8bn3	0.942	0
P13008	Q24154	7oyb	0.942	0
P25864	Q93Z17	6eri	0.942	0
P26783	P53733	8bn3	0.942	0
P31009	Q24154	7oyb	0.942	0
P38979	Q24154	7oyb	0.942	0
P39018	Q24154	7oyb	0.942	0
P41042	Q24154	7oyb	0.942	0
P41092	Q24154	7oyb	0.942	0
P41093	Q24154	7oyb	0.942	0
P41094	Q24154	7oyb	0.942	0
P41126	Q24154	7oyb	0.942	0
P42732	Q93Z17	6eri	0.942	0
P46222	Q24154	7oyb	0.942	0
P46990	P53733	8bn3	0.942	0
P48149	Q24154	7oyb	0.942	0
P48159	Q24154	7oyb	0.942	0
P48201	P56381	6z1u	0.942	0
P49630	Q24154	7oyb	0.942	0
P50882	Q24154	7oyb	0.942	0
P51398	Q96EY7	7nql	0.942	0
P55828	Q24154	7oyb	0.942	0
P55830	Q24154	7oyb	0.942	0
P55841	Q24154	7oyb	0.942	0
P55935	Q24154	7oyb	0.942	0
P56381	Q06055	6z1u	0.942	0
P56797	Q93Z17	6eri	0.942	0
P56799	Q93Z17	6eri	0.942	0
P56801	Q93Z17	6eri	0.942	0
P56804	Q93Z17	6eri	0.942	0
P56806	Q93Z17	6eri	0.942	1
P56820	Q8H173	6w2t	0.942	0
P59768	Q01726	8ioc	0.942	0
P61841	Q93Z17	6eri	0.942	0
P82932	Q96EY7	7nql	0.942	0
P92959	Q93Z17	6eri	0.942	0
Q06559	Q24154	7oyb	0.942	0
Q24154	Q7KR04	7oyb	0.942	0
Q24154	Q7KS38	7oyb	0.942	0
Q24154	Q8T3U2	7oyb	0.942	0
Q24154	Q9V3G1	7oyb	0.942	0
Q24154	Q9V597	7oyb	0.942	0
Q24154	Q9V9M7	7oyb	0.942	0
Q24154	Q9VA91	7oyb	0.942	0
Q24154	Q9VB14	7oyb	0.942	0
Q24154	Q9VBN5	7oyb	0.942	0
Q24154	Q9VH69	7oyb	0.942	0
Q24154	Q9VJ19	7oyb	0.942	0
Q24154	Q9VLT7	7oyb	0.942	0
Q24154	Q9VMU4	7oyb	0.942	0
Q24154	Q9VNB9	7oyb	0.942	0
Q24154	Q9VNE9	7oyb	0.942	0
Q24154	Q9VS34	7oyb	0.942	0
Q24154	Q9VVU2	7oyb	0.942	0
Q24154	Q9VWG3	7oyb	0.942	0
Q24154	Q9VXX8	7oyb	0.942	0
Q24154	Q9VZS5	7oyb	0.942	0
Q24154	Q9W1U6	7oyb	0.942	0
Q24154	Q9W229	7oyb	0.942	0
Q24154	Q9W237	7oyb	0.942	0
Q24154	Q9W3W8	7oyb	0.942	0
Q24154	Q9W499	7oyb	0.942	0
Q24154	Q9W5R8	7oyb	0.942	0
Q24208	Q9VEA1	8s8d	0.942	1
Q7Z7H8	Q9BZE1	7l20	0.942	0
Q8H173	Q9FKV6	6w2t	0.942	0
Q8N983	Q96EY7	7nql	0.942	0
Q93Z17	Q9CA19	6eri	0.942	0
Q93Z17	Q9XJ27	6eri	0.942	0
Q96EY7	Q9H9J2	7nql	0.942	0
Q96EY7	Q9NX20	7nql	0.942	0
Q96EY7	Q9Y3D3	7nql	0.942	0
Q9CQ54	Q9CQZ6	7b93	0.942	0
Q9CQ54	Q9D6J5	7b93	0.942	0
Q9CQ75	Q9CQA3	8bqs	0.942	0
Q9VRT7	Q9VVI0	3jcr	0.942	0
O08608	P00860	4zgy	0.942	0
O08608	Q8BVM4	4zgy	0.942	0
O22899	Q9LFR5	6hyt	0.942	1
P04760	Q2MKA5	8ssz	0.942	0
P08218	P09093	1pyt	0.942	0
P09093	P15085	1pyt	0.942	0
P09093	P48052	1pyt	0.942	0
P09093	Q99895	1pyt	0.942	0
P09323	P0AF20	3bp8	0.942	0
P0C0S5	P62805	6dzt	0.942	0
P23059	Q06406	4f7u	0.942	0
P51413	Q9C6I8	7oh3	0.942	0
P59230	Q43291	8aaf	0.942	0
P59231	Q43291	8aaf	0.942	0
Q43291	Q43292	8aaf	0.942	0
Q43291	Q8LEM8	8aaf	0.942	0
Q43291	Q8LFH7	8aaf	0.942	0
Q43291	Q8VZB9	8aaf	0.942	0
Q43291	Q9LZ41	8aaf	0.942	0
Q43291	Q9LZ57	8aaf	0.942	0
Q921Y2	Q9D6Z1	7d5s	0.942	0
Q93VI3	Q9C6I8	7oh3	0.942	0
Q969D9	Q9HC73	5j11	0.942	0
Q96CF2	Q9H444	4abm	0.942	0
Q9BY43	Q9H444	4abm	0.942	0
Q9CZH3	Q9JK23	8tm3	0.942	0
Q9M291	Q9SFU0	3eh2	0.942	0
F4K455	Q9S7E6	6ah0	0.942	0
F4K4E3	O22212	8qxd	0.942	0
F4K4E3	Q8RUH0	8qxd	0.942	0
F4K4E3	Q9FMP4	8qxd	0.942	0
F4K4E3	Q9LM92	8qxd	0.942	0
F4K4E3	Q9S7E6	8qxd	0.942	0
F4K4E3	Q9ZU66	8qxd	0.942	0
O16130	P19889	6ftg	0.942	0
O23654	P0CAN7	7une	0.942	0
O88685	Q99JI4	5t0c	0.942	0
P08518	Q00578	7o72	0.942	0
P0A7J7	P0A7L0	8fmw	0.942	0
P0A7L0	P0A7S3	8fmw	0.942	0
P0A7L0	P0A7T3	8fmw	0.942	0
P0A7L0	P0A7W7	8fmw	0.942	0
P0A7L0	P0AG63	8fmw	0.942	0
P0CAN7	P11574	7une	0.942	0
P0CAN7	Q8W4E2	7une	0.942	0
P0CAN7	Q9SZN1	7une	0.942	0
P11076	P15303	4bzi	0.942	0
P12687	Q02608	8whx	0.942	0
P17987	P40227	4v94	0.942	0
P19889	Q9VRE0	6ftg	0.942	0
P27661	Q9D2U9	7vz4	0.942	0
P32916	P36057	1nrj	0.942	0
P40227	P78371	4v94	0.942	0
P41091	P62273	8s8d	0.942	0
P49691	Q4PSL7	9e7f	0.942	0
P62281	P63323	7r4x	0.942	0
P62304	Q9UK45	3swn	0.942	0
P82650	Q9Y3B7	7a5f	0.942	0
P82933	Q9BZE1	7qi6	0.942	0
P82933	Q9H2W6	7qi6	0.942	0
Q00578	Q02939	7o72	0.942	0
Q13084	Q9Y3B7	7a5f	0.942	0
Q3THW5	Q9D2U9	7vz4	0.942	1
Q8BFU2	Q9D2U9	7vz4	0.942	1
Q8R1I1	Q9DC61	8ugf	0.942	0
Q944K2	Q9ZUA0	8pn9	0.942	0
Q9BYC9	Q9Y3B7	7a5f	0.942	0
Q9D0M3	Q9DC61	8ugf	0.942	0
Q9D855	Q9DC61	8ugf	0.942	0
Q9FKB0	Q9S7E6	6ah0	0.942	0
Q9LW64	Q9S7E6	6ah0	0.942	1
O04019	O48844	8usb	0.942	0
O05000	O82238	8e73	0.942	0
O18640	P41092	7oyc	0.942	0
O43676	P14406	8pw5	0.942	0
O48844	Q9SEI2	8usb	0.942	0
O80800	O82238	8e73	0.942	0
O82238	P53665	8e73	0.942	0
O82238	P92558	8e73	0.942	0
O82238	Q42577	8e73	0.942	0
O82238	Q42599	8e73	0.942	0
O82238	Q8LGE7	8e73	0.942	0
O82238	Q95748	8e73	0.942	0
O82238	Q9C6B3	8e73	0.942	0
O82238	Q9FGI6	8e73	0.942	0
O82238	Q9FIJ2	8e73	0.942	0
O82238	Q9FJW4	8e73	0.942	0
O82238	Q9FNN5	8e73	0.942	0
O82238	Q9FWR5	8e73	0.942	0
O82238	Q9FX83	8e73	0.942	0
O82238	Q9M9M6	8e73	0.942	0
O82238	Q9M9M9	8e73	0.942	0
O82238	Q9SKC9	8e73	0.942	0
O82238	Q9SMN1	8e73	0.942	0
O82238	Q9SQT4	8e73	0.942	0
O97454	Q9VL25	9fmd	0.942	0
P00427	P10507	8pw5	0.942	0
P04083	P60903	4hre	0.942	0
P07355	P60903	4hre	0.942	0
P08240	P46776	6frk	0.942	0
P08758	P60903	4hre	0.942	0
P09525	P60903	4hre	0.942	0
P14115	P53026	8q87	0.942	0
P14406	P31930	8pw5	0.942	0
P14406	P47985	8pw5	0.942	0
P14406	Q9UI09	8pw5	0.942	0
P18621	P25398	6zj3	0.942	0
P21243	P33299	5m32	0.942	0
P21243	P53549	5m32	0.942	0
P25398	P61513	6zj3	0.942	0
P25398	P62266	6zj3	0.942	0
P25398	P63173	6zj3	0.942	0
P25398	P83881	6zj3	0.942	0
P25398	Q92901	6zj3	0.942	0
P25398	Q969Q0	6zj3	0.942	0
P25446	P27512	6pe9	0.942	0
P38606	Q9HBG4	7u8r	0.942	0
P41092	Q9GU68	7oyc	0.942	0
P41092	Q9VAB9	7oyc	0.942	0
P41092	Q9W334	7oyc	0.942	0
P43024	Q91W29	6jy4	0.942	0
P46776	Q9Y5M8	6frk	0.942	0
P49137	P53778	6tca	0.942	0
P49137	Q15759	6tca	0.942	0
P49137	Q16539	6tca	0.942	0
P49406	P51398	5aj4	0.942	0
P49406	P82650	5aj4	0.942	0
P49406	P82664	5aj4	0.942	0
P49406	P82675	5aj4	0.942	0
P49406	P82912	5aj4	0.942	0
P49406	P82933	5aj4	0.942	0
P49406	Q4U2R6	5aj4	0.942	0
P49406	Q9BYC9	5aj4	0.942	0
P49691	Q9C6I8	8etj	0.942	0
P49758	Q9HAV0	6n9g	0.942	0
P52482	Q921J4	8ams	0.942	1
P56767	Q9XF88	7bgi	0.942	0
P61080	Q921J4	8ams	0.942	1
P62141	Q6PCM2	8rbx	0.942	0
P62876	Q6PCM2	8rbx	0.942	1
P82933	Q8IXM3	7a5i	0.942	0
